268.79999,272.39999,284,286,295.20001,344
269.60001,273.20001,284.20001,286.20001,297.20001,343.60001
270.60001,274.20001,284.39999,285.79999,298.79999,343.79999
271.60001,275,284.79999,286.39999,300.20001,344.60001
272.20001,275.60001,285,286.20001,301.60001,345
273,276.39999,285,286,303,346
273.79999,277.39999,285.39999,286.20001,304.20001,346.39999
275,278,285.20001,286.79999,305.20001,346
275.20001,278,285.20001,286.60001,307.39999,346.39999
276,278.39999,285.20001,286.20001,308.79999,347.20001
277,278.79999,285.20001,286,310,347.20001
277.39999,279.39999,285.39999,286.20001,311.60001,346.79999
278,279.79999,285.60001,286.39999,313.20001,346.79999
278.79999,280.20001,285.39999,286.39999,315.79999,346.79999
279.20001,280.79999,285.39999,286.60001,317.39999,347
279.60001,281.20001,285.20001,286.79999,318.60001,347.39999
280.20001,281.79999,285,286.39999,320.79999,347.60001
280.39999,282.39999,285.20001,287,322.39999,347.79999
280.79999,282.39999,285.60001,287.20001,324.79999,348
281.39999,282.39999,285.60001,287,326.39999,347.79999
281.39999,282.79999,286.20001,286.60001,327.79999,348
